ticker,name,forecast_date,pred_day,pred_close,last_close,upside_pct
AAPL,Apple Inc,2026-04-10,1,258.6257,260.49,-0.72
AAPL,Apple Inc,2026-04-13,2,258.9957,260.49,-0.57
AAPL,Apple Inc,2026-04-14,3,259.5427,260.49,-0.36
AAPL,Apple Inc,2026-04-15,4,260.3243,260.49,-0.06
AAPL,Apple Inc,2026-04-16,5,260.6898,260.49,0.08
AAPL,Apple Inc,2026-04-17,6,260.5498,260.49,0.02
AAPL,Apple Inc,2026-04-20,7,260.9533,260.49,0.18
AAPL,Apple Inc,2026-04-21,8,261.7477,260.49,0.48
AAPL,Apple Inc,2026-04-22,9,261.84,260.49,0.52
AAPL,Apple Inc,2026-04-23,10,262.2125,260.49,0.66
AAPL,Apple Inc,2026-04-24,11,261.1105,260.49,0.24
AAPL,Apple Inc,2026-04-27,12,261.7207,260.49,0.47
AAPL,Apple Inc,2026-04-28,13,259.4004,260.49,-0.42
AAPL,Apple Inc,2026-04-29,14,259.6126,260.49,-0.34
AAPL,Apple Inc,2026-04-30,15,259.7315,260.49,-0.29
AAPL,Apple Inc,2026-05-01,16,260.6558,260.49,0.06
AAPL,Apple Inc,2026-05-04,17,261.7615,260.49,0.49
AAPL,Apple Inc,2026-05-05,18,260.9356,260.49,0.17
AAPL,Apple Inc,2026-05-06,19,260.5826,260.49,0.04
AAPL,Apple Inc,2026-05-07,20,261.0138,260.49,0.2
AAPL,Apple Inc,2026-05-08,21,261.1104,260.49,0.24
AMZN,Amazon.com Inc,2026-04-10,1,231.9606,233.65,-0.72
AMZN,Amazon.com Inc,2026-04-13,2,231.5848,233.65,-0.88
AMZN,Amazon.com Inc,2026-04-14,3,231.2017,233.65,-1.05
AMZN,Amazon.com Inc,2026-04-15,4,231.1716,233.65,-1.06
AMZN,Amazon.com Inc,2026-04-16,5,230.1325,233.65,-1.51
AMZN,Amazon.com Inc,2026-04-17,6,230.3886,233.65,-1.4
AMZN,Amazon.com Inc,2026-04-20,7,230.7529,233.65,-1.24
AMZN,Amazon.com Inc,2026-04-21,8,231.0166,233.65,-1.13
AMZN,Amazon.com Inc,2026-04-22,9,230.8559,233.65,-1.2
AMZN,Amazon.com Inc,2026-04-23,10,231.4487,233.65,-0.94
AMZN,Amazon.com Inc,2026-04-24,11,231.3448,233.65,-0.99
AMZN,Amazon.com Inc,2026-04-27,12,231.5031,233.65,-0.92
AMZN,Amazon.com Inc,2026-04-28,13,229.7067,233.65,-1.69
AMZN,Amazon.com Inc,2026-04-29,14,229.0611,233.65,-1.96
AMZN,Amazon.com Inc,2026-04-30,15,230.0742,233.65,-1.53
AMZN,Amazon.com Inc,2026-05-01,16,229.9191,233.65,-1.6
AMZN,Amazon.com Inc,2026-05-04,17,231.9119,233.65,-0.74
AMZN,Amazon.com Inc,2026-05-05,18,230.6587,233.65,-1.28
AMZN,Amazon.com Inc,2026-05-06,19,230.1564,233.65,-1.5
AMZN,Amazon.com Inc,2026-05-07,20,231.544,233.65,-0.9
AMZN,Amazon.com Inc,2026-05-08,21,230.863,233.65,-1.19
AVGO,Broadcom Inc,2026-04-10,1,354.6965,354.91,-0.06
AVGO,Broadcom Inc,2026-04-13,2,353.5542,354.91,-0.38
AVGO,Broadcom Inc,2026-04-14,3,352.9619,354.91,-0.55
AVGO,Broadcom Inc,2026-04-15,4,354.4994,354.91,-0.12
AVGO,Broadcom Inc,2026-04-16,5,354.0503,354.91,-0.24
AVGO,Broadcom Inc,2026-04-17,6,353.6865,354.91,-0.34
AVGO,Broadcom Inc,2026-04-20,7,354.6757,354.91,-0.07
AVGO,Broadcom Inc,2026-04-21,8,356.263,354.91,0.38
