ticker,name,forecast_date,pred_day,pred_close,last_close,upside_pct
VIST,Vista Energy ADS,2026-05-05,10,56.7118,67.88,-16.45
VIST,Vista Energy ADS,2026-05-06,11,55.562,67.88,-18.15
VIST,Vista Energy ADS,2026-05-07,12,54.8122,67.88,-19.25
VIST,Vista Energy ADS,2026-05-08,13,53.8797,67.88,-20.63
VIST,Vista Energy ADS,2026-05-11,14,53.1407,67.88,-21.71
VIST,Vista Energy ADS,2026-05-12,15,52.3736,67.88,-22.84
VIST,Vista Energy ADS,2026-05-13,16,51.4285,67.88,-24.24
VIST,Vista Energy ADS,2026-05-14,17,51.1909,67.88,-24.59
VIST,Vista Energy ADS,2026-05-15,18,50.922,67.88,-24.98
VIST,Vista Energy ADS,2026-05-18,19,50.7778,67.88,-25.19
VIST,Vista Energy ADS,2026-05-19,20,50.4605,67.88,-25.66
VIST,Vista Energy ADS,2026-05-20,21,49.7549,67.88,-26.7
XLE,Energy Select Sector SPDR,2026-04-22,1,55.48,55.87,-0.7
XLE,Energy Select Sector SPDR,2026-04-23,2,54.6969,55.87,-2.1
XLE,Energy Select Sector SPDR,2026-04-24,3,53.2487,55.87,-4.69
XLE,Energy Select Sector SPDR,2026-04-27,4,52.5139,55.87,-6.01
XLE,Energy Select Sector SPDR,2026-04-28,5,50.9565,55.87,-8.79
XLE,Energy Select Sector SPDR,2026-04-29,6,48.6826,55.87,-12.86
XLE,Energy Select Sector SPDR,2026-04-30,7,48.214,55.87,-13.7
XLE,Energy Select Sector SPDR,2026-05-01,8,47.526,55.87,-14.93
XLE,Energy Select Sector SPDR,2026-05-04,9,47.3327,55.87,-15.28
XLE,Energy Select Sector SPDR,2026-05-05,10,46.6668,55.87,-16.47
XLE,Energy Select Sector SPDR,2026-05-06,11,46.3858,55.87,-16.98
XLE,Energy Select Sector SPDR,2026-05-07,12,46.3055,55.87,-17.12
XLE,Energy Select Sector SPDR,2026-05-08,13,46.119,55.87,-17.45
XLE,Energy Select Sector SPDR,2026-05-11,14,45.9176,55.87,-17.81
XLE,Energy Select Sector SPDR,2026-05-12,15,45.8558,55.87,-17.92
XLE,Energy Select Sector SPDR,2026-05-13,16,45.5627,55.87,-18.45
XLE,Energy Select Sector SPDR,2026-05-14,17,45.6395,55.87,-18.31
XLE,Energy Select Sector SPDR,2026-05-15,18,45.4611,55.87,-18.63
XLE,Energy Select Sector SPDR,2026-05-18,19,45.5144,55.87,-18.54
XLE,Energy Select Sector SPDR,2026-05-19,20,45.445,55.87,-18.66
XLE,Energy Select Sector SPDR,2026-05-20,21,45.3734,55.87,-18.79
PAM,Pampa Energia (PAMP ADR),2026-04-22,1,83.3775,83.01,0.44
PAM,Pampa Energia (PAMP ADR),2026-04-23,2,83.8824,83.01,1.05
PAM,Pampa Energia (PAMP ADR),2026-04-24,3,83.812,83.01,0.97
PAM,Pampa Energia (PAMP ADR),2026-04-27,4,84.1998,83.01,1.43
PAM,Pampa Energia (PAMP ADR),2026-04-28,5,83.6133,83.01,0.73
PAM,Pampa Energia (PAMP ADR),2026-04-29,6,84.1246,83.01,1.34
PAM,Pampa Energia (PAMP ADR),2026-04-30,7,84.5373,83.01,1.84
PAM,Pampa Energia (PAMP ADR),2026-05-01,8,84.275,83.01,1.52
PAM,Pampa Energia (PAMP ADR),2026-05-04,9,84.9003,83.01,2.28
PAM,Pampa Energia (PAMP ADR),2026-05-05,10,84.5677,83.01,1.88
PAM,Pampa Energia (PAMP ADR),2026-05-06,11,84.6745,83.01,2.01
PAM,Pampa Energia (PAMP ADR),2026-05-07,12,84.7147,83.01,2.05
PAM,Pampa Energia (PAMP ADR),2026-05-08,13,84.5652,83.01,1.87
PAM,Pampa Energia (PAMP ADR),2026-05-11,14,84.7336,83.01,2.08
PAM,Pampa Energia (PAMP ADR),2026-05-12,15,84.7457,83.01,2.09
PAM,Pampa Energia (PAMP ADR),2026-05-13,16,85.1215,83.01,2.54
PAM,Pampa Energia (PAMP ADR),2026-05-14,17,84.7117,83.01,2.05
