ticker,name,model,forecast_date,pred_day,pred_close,pred_low,pred_high,last_close,upside_pct
AAPL,Apple Inc,PatchTST,2026-07-13,10,283.477,266.3634,299.8851,282.08,0.5
AAPL,Apple Inc,PatchTST,2026-07-14,11,284.3379,261.3212,301.7665,282.08,0.8
AAPL,Apple Inc,PatchTST,2026-07-15,12,286.8488,262.4869,303.1387,282.08,1.69
AAPL,Apple Inc,PatchTST,2026-07-16,13,285.5704,257.944,303.0795,282.08,1.24
AAPL,Apple Inc,PatchTST,2026-07-17,14,286.562,265.8155,304.9449,282.08,1.59
AAPL,Apple Inc,PatchTST,2026-07-20,15,282.8361,262.064,305.5871,282.08,0.27
AAPL,Apple Inc,PatchTST,2026-07-21,16,284.0967,262.6352,305.1665,282.08,0.71
AAPL,Apple Inc,PatchTST,2026-07-22,17,283.3274,262.0761,306.4785,282.08,0.44
AAPL,Apple Inc,PatchTST,2026-07-23,18,286.6516,261.1909,309.8236,282.08,1.62
AAPL,Apple Inc,PatchTST,2026-07-24,19,286.2943,261.3069,310.8473,282.08,1.49
AAPL,Apple Inc,PatchTST,2026-07-27,20,286.1438,262.5406,309.2321,282.08,1.44
AAPL,Apple Inc,PatchTST,2026-07-28,21,288.193,261.183,310.3275,282.08,2.17
AAPL,Apple Inc,TFT,2026-06-30,1,282.9342,278.1414,286.9548,282.08,0.3
AAPL,Apple Inc,TFT,2026-07-01,2,282.9955,277.0956,287.6751,282.08,0.32
AAPL,Apple Inc,TFT,2026-07-02,3,283.2754,276.092,289.1733,282.08,0.42
AAPL,Apple Inc,TFT,2026-07-03,4,283.482,275.0533,290.7839,282.08,0.5
AAPL,Apple Inc,TFT,2026-07-06,5,283.6187,274.1606,292.2541,282.08,0.55
AAPL,Apple Inc,TFT,2026-07-07,6,283.7604,273.4764,293.4378,282.08,0.6
AAPL,Apple Inc,TFT,2026-07-08,7,283.9462,272.9039,294.4865,282.08,0.66
AAPL,Apple Inc,TFT,2026-07-09,8,284.1211,272.4273,295.3185,282.08,0.72
AAPL,Apple Inc,TFT,2026-07-10,9,284.2722,272.0578,295.9314,282.08,0.78
AAPL,Apple Inc,TFT,2026-07-13,10,284.4404,271.6874,296.5551,282.08,0.84
AAPL,Apple Inc,TFT,2026-07-14,11,284.7006,271.0654,297.6113,282.08,0.93
AAPL,Apple Inc,TFT,2026-07-15,12,284.9559,270.4369,298.6305,282.08,1.02
AAPL,Apple Inc,TFT,2026-07-16,13,285.1624,270.0498,299.2569,282.08,1.09
AAPL,Apple Inc,TFT,2026-07-17,14,285.3838,269.7189,299.7355,282.08,1.17
AAPL,Apple Inc,TFT,2026-07-20,15,285.7021,269.2863,300.2928,282.08,1.28
AAPL,Apple Inc,TFT,2026-07-21,16,286.1972,268.8299,301.2577,282.08,1.46
AAPL,Apple Inc,TFT,2026-07-22,17,286.8389,268.4518,302.6467,282.08,1.69
AAPL,Apple Inc,TFT,2026-07-23,18,287.3068,268.242,303.7174,282.08,1.85
AAPL,Apple Inc,TFT,2026-07-24,19,287.5845,268.1605,304.3787,282.08,1.95
AAPL,Apple Inc,TFT,2026-07-27,20,287.7763,268.132,304.8424,282.08,2.02
AAPL,Apple Inc,TFT,2026-07-28,21,287.9326,268.1256,305.22,282.08,2.07
AAPL,Apple Inc,Kronos-base,2026-06-30,1,267.8231,258.2419,275.9345,282.08,-5.05
AAPL,Apple Inc,Kronos-base,2026-07-01,2,262.2918,253.3779,271.1197,282.08,-7.02
AAPL,Apple Inc,Kronos-base,2026-07-02,3,255.8459,246.0585,263.525,282.08,-9.3
AAPL,Apple Inc,Kronos-base,2026-07-03,4,253.3509,246.777,259.3791,282.08,-10.18
AAPL,Apple Inc,Kronos-base,2026-07-06,5,252.6093,244.8489,257.9806,282.08,-10.45
AAPL,Apple Inc,Kronos-base,2026-07-07,6,250.8955,243.3841,255.6055,282.08,-11.06
AAPL,Apple Inc,Kronos-base,2026-07-08,7,249.6013,243.6327,253.7866,282.08,-11.51
AAPL,Apple Inc,Kronos-base,2026-07-09,8,247.5062,239.9418,252.2738,282.08,-12.26
AAPL,Apple Inc,Kronos-base,2026-07-10,9,246.188,238.2372,252.4266,282.08,-12.72
AAPL,Apple Inc,Kronos-base,2026-07-13,10,244.7054,238.9007,252.033,282.08,-13.25
AAPL,Apple Inc,Kronos-base,2026-07-14,11,243.4425,237.716,250.6623,282.08,-13.7
AAPL,Apple Inc,Kronos-base,2026-07-15,12,242.3848,237.355,250.2841,282.08,-14.07
AAPL,Apple Inc,Kronos-base,2026-07-16,13,240.7853,234.1168,248.8346,282.08,-14.64
AAPL,Apple Inc,Kronos-base,2026-07-17,14,238.0582,230.5265,247.2593,282.08,-15.61
AAPL,Apple Inc,Kronos-base,2026-07-20,15,234.7512,225.7451,244.1234,282.08,-16.78
AAPL,Apple Inc,Kronos-base,2026-07-21,16,234.5763,224.1765,242.3097,282.08,-16.84
AAPL,Apple Inc,Kronos-base,2026-07-22,17,232.6717,223.711,240.5739,282.08,-17.52
AAPL,Apple Inc,Kronos-base,2026-07-23,18,231.5319,220.9532,239.303,282.08,-17.92
AAPL,Apple Inc,Kronos-base,2026-07-24,19,230.9027,218.4749,236.9911,282.08,-18.14
AAPL,Apple Inc,Kronos-base,2026-07-27,20,230.5645,220.1398,240.2329,282.08,-18.26
AAPL,Apple Inc,Kronos-base,2026-07-28,21,229.073,219.3371,236.4231,282.08,-18.79
AAPL,Apple Inc,Ensemble,2026-06-30,1,280.1898,274.7623,286.6038,282.08,-0.67
AAPL,Apple Inc,Ensemble,2026-07-01,2,279.6701,273.2108,286.7505,282.08,-0.85
AAPL,Apple Inc,Ensemble,2026-07-02,3,279.2619,270.7942,287.6809,282.08,-1.0
AAPL,Apple Inc,Ensemble,2026-07-03,4,279.3239,270.3231,288.4463,282.08,-0.98
AAPL,Apple Inc,Ensemble,2026-07-06,5,279.4645,269.5625,288.7697,282.08,-0.93
AAPL,Apple Inc,Ensemble,2026-07-07,6,279.4346,268.3063,290.2976,282.08,-0.94
AAPL,Apple Inc,Ensemble,2026-07-08,7,280.677,267.7144,290.1596,282.08,-0.5
AAPL,Apple Inc,Ensemble,2026-07-09,8,279.7587,267.3927,290.7526,282.08,-0.82
AAPL,Apple Inc,Ensemble,2026-07-10,9,279.5019,266.7799,290.9379,282.08,-0.91
AAPL,Apple Inc,Ensemble,2026-07-13,10,279.4212,267.268,290.9424,282.08,-0.94
AAPL,Apple Inc,Ensemble,2026-07-14,11,279.6289,265.4808,291.5653,282.08,-0.87
AAPL,Apple Inc,Ensemble,2026-07-15,12,280.4024,266.1272,292.0544,282.08,-0.59
AAPL,Apple Inc,Ensemble,2026-07-16,13,279.9295,264.359,291.9928,282.08,-0.76
AAPL,Apple Inc,Ensemble,2026-07-17,14,280.1112,266.1951,292.7311,282.08,-0.7
AAPL,Apple Inc,Ensemble,2026-07-20,15,278.5021,263.8704,292.9035,282.08,-1.27
AAPL,Apple Inc,Ensemble,2026-07-21,16,279.0514,263.9784,293.0074,282.08,-1.07
AAPL,Apple Inc,Ensemble,2026-07-22,17,278.7927,263.4168,293.7745,282.08,-1.17
AAPL,Apple Inc,Ensemble,2026-07-23,18,279.7084,262.6957,294.9096,282.08,-0.84
AAPL,Apple Inc,Ensemble,2026-07-24,19,279.552,262.3532,295.3517,282.08,-0.9
AAPL,Apple Inc,Ensemble,2026-07-27,20,279.4841,262.7751,295.6322,282.08,-0.92
AAPL,Apple Inc,Ensemble,2026-07-28,21,279.9294,261.7853,295.7551,282.08,-0.76
AMZN,Amazon.com Inc,NHITS,2026-06-30,1,248.5643,236.7948,258.6915,245.995,1.04
AMZN,Amazon.com Inc,NHITS,2026-07-01,2,249.2159,237.8342,263.219,245.995,1.31
AMZN,Amazon.com Inc,NHITS,2026-07-02,3,251.4367,237.5618,271.8456,245.995,2.21
AMZN,Amazon.com Inc,NHITS,2026-07-03,4,254.166,237.5114,276.4839,245.995,3.32
AMZN,Amazon.com Inc,NHITS,2026-07-06,5,255.6465,239.1029,276.8018,245.995,3.92
AMZN,Amazon.com Inc,NHITS,2026-07-07,6,257.9328,239.5816,278.8595,245.995,4.85
AMZN,Amazon.com Inc,NHITS,2026-07-08,7,260.631,239.5987,279.7298,245.995,5.95
AMZN,Amazon.com Inc,NHITS,2026-07-09,8,262.8082,238.9927,281.7697,245.995,6.83
AMZN,Amazon.com Inc,NHITS,2026-07-10,9,264.5304,243.8111,280.7413,245.995,7.53
AMZN,Amazon.com Inc,NHITS,2026-07-13,10,266.9932,246.5055,279.2852,245.995,8.54
AMZN,Amazon.com Inc,NHITS,2026-07-14,11,268.7474,247.3984,279.9615,245.995,9.25
AMZN,Amazon.com Inc,NHITS,2026-07-15,12,269.5609,248.6116,279.218,245.995,9.58
AMZN,Amazon.com Inc,NHITS,2026-07-16,13,267.8938,251.3732,277.729,245.995,8.9
AMZN,Amazon.com Inc,NHITS,2026-07-17,14,266.1685,252.8581,276.2066,245.995,8.2
AMZN,Amazon.com Inc,NHITS,2026-07-20,15,265.8822,252.3282,276.4589,245.995,8.08
AMZN,Amazon.com Inc,NHITS,2026-07-21,16,266.7551,252.6293,276.5691,245.995,8.44
AMZN,Amazon.com Inc,NHITS,2026-07-22,17,263.9684,252.0155,276.0692,245.995,7.31
AMZN,Amazon.com Inc,NHITS,2026-07-23,18,262.6469,251.267,276.1268,245.995,6.77
AMZN,Amazon.com Inc,NHITS,2026-07-24,19,262.4841,250.558,275.509,245.995,6.7
AMZN,Amazon.com Inc,NHITS,2026-07-27,20,263.7111,249.397,276.084,245.995,7.2
AMZN,Amazon.com Inc,NHITS,2026-07-28,21,265.0228,248.4756,275.6848,245.995,7.74
AMZN,Amazon.com Inc,PatchTST,2026-06-30,1,247.3884,243.4468,251.2375,245.995,0.57
AMZN,Amazon.com Inc,PatchTST,2026-07-01,2,246.2486,239.4284,253.1342,245.995,0.1
AMZN,Amazon.com Inc,PatchTST,2026-07-02,3,245.2391,238.6806,254.9511,245.995,-0.31
AMZN,Amazon.com Inc,PatchTST,2026-07-03,4,244.2479,239.7028,258.1846,245.995,-0.71
AMZN,Amazon.com Inc,PatchTST,2026-07-06,5,246.8406,233.4739,254.0064,245.995,0.34
AMZN,Amazon.com Inc,PatchTST,2026-07-07,6,245.1485,236.4006,261.64,245.995,-0.34
AMZN,Amazon.com Inc,PatchTST,2026-07-08,7,247.5567,234.044,256.0073,245.995,0.63
AMZN,Amazon.com Inc,PatchTST,2026-07-09,8,245.1693,235.6461,264.1824,245.995,-0.34
AMZN,Amazon.com Inc,PatchTST,2026-07-10,9,248.6878,234.9286,259.406,245.995,1.09
AMZN,Amazon.com Inc,PatchTST,2026-07-13,10,245.0348,238.2473,257.9545,245.995,-0.39
AMZN,Amazon.com Inc,PatchTST,2026-07-14,11,250.8464,236.2619,262.193,245.995,1.97
AMZN,Amazon.com Inc,PatchTST,2026-07-15,12,247.9463,232.6282,261.7789,245.995,0.79
AMZN,Amazon.com Inc,PatchTST,2026-07-16,13,250.1342,232.847,258.3552,245.995,1.68
AMZN,Amazon.com Inc,PatchTST,2026-07-17,14,250.2574,235.2181,260.1513,245.995,1.73
AMZN,Amazon.com Inc,PatchTST,2026-07-20,15,247.9735,233.6729,262.6959,245.995,0.8
AMZN,Amazon.com Inc,PatchTST,2026-07-21,16,249.3706,237.4294,259.7068,245.995,1.37
AMZN,Amazon.com Inc,PatchTST,2026-07-22,17,248.1,229.5625,258.2198,245.995,0.86
AMZN,Amazon.com Inc,PatchTST,2026-07-23,18,250.9031,234.7638,259.42,245.995,2.0
AMZN,Amazon.com Inc,PatchTST,2026-07-24,19,246.9765,237.428,259.0613,245.995,0.4
AMZN,Amazon.com Inc,PatchTST,2026-07-27,20,246.1094,232.4485,260.3697,245.995,0.05
AMZN,Amazon.com Inc,PatchTST,2026-07-28,21,247.4923,234.4859,254.2065,245.995,0.61
AMZN,Amazon.com Inc,TFT,2026-06-30,1,248.6237,243.1647,253.1144,245.995,1.07
AMZN,Amazon.com Inc,TFT,2026-07-01,2,248.6861,241.8657,254.3527,245.995,1.09
AMZN,Amazon.com Inc,TFT,2026-07-02,3,249.1265,240.5739,256.4004,245.995,1.27
AMZN,Amazon.com Inc,TFT,2026-07-03,4,249.7223,239.2057,258.9635,245.995,1.52
AMZN,Amazon.com Inc,TFT,2026-07-06,5,250.0625,238.0745,260.8932,245.995,1.65
AMZN,Amazon.com Inc,TFT,2026-07-07,6,250.1822,237.5033,261.9345,245.995,1.7
AMZN,Amazon.com Inc,TFT,2026-07-08,7,250.2072,237.2107,262.5005,245.995,1.71
AMZN,Amazon.com Inc,TFT,2026-07-09,8,250.2015,236.9886,262.8963,245.995,1.71
AMZN,Amazon.com Inc,TFT,2026-07-10,9,250.1758,236.6301,263.3428,245.995,1.7
AMZN,Amazon.com Inc,TFT,2026-07-13,10,250.1151,236.049,263.9072,245.995,1.67
AMZN,Amazon.com Inc,TFT,2026-07-14,11,250.0571,235.6437,264.3285,245.995,1.65
AMZN,Amazon.com Inc,TFT,2026-07-15,12,250.042,235.4252,264.6317,245.995,1.65
AMZN,Amazon.com Inc,TFT,2026-07-16,13,250.0546,235.2355,264.9434,245.995,1.65
AMZN,Amazon.com Inc,TFT,2026-07-17,14,250.0851,234.9501,265.4006,245.995,1.66
AMZN,Amazon.com Inc,TFT,2026-07-20,15,250.1529,234.5305,266.1051,245.995,1.69
AMZN,Amazon.com Inc,TFT,2026-07-21,16,250.3095,234.0843,267.0608,245.995,1.75
AMZN,Amazon.com Inc,TFT,2026-07-22,17,250.4915,233.5806,268.1221,245.995,1.83
AMZN,Amazon.com Inc,TFT,2026-07-23,18,250.5672,232.854,269.1024,245.995,1.86
AMZN,Amazon.com Inc,TFT,2026-07-24,19,250.5988,232.3213,269.7424,245.995,1.87
AMZN,Amazon.com Inc,TFT,2026-07-27,20,250.647,232.1106,270.0844,245.995,1.89
AMZN,Amazon.com Inc,TFT,2026-07-28,21,250.6911,232.0281,270.2888,245.995,1.91
AMZN,Amazon.com Inc,Kronos-base,2026-06-30,1,237.0432,225.7343,242.4186,245.995,-3.64
AMZN,Amazon.com Inc,Kronos-base,2026-07-01,2,232.3433,222.6767,239.2859,245.995,-5.55
AMZN,Amazon.com Inc,Kronos-base,2026-07-02,3,228.7786,219.6962,235.6375,245.995,-7.0
AMZN,Amazon.com Inc,Kronos-base,2026-07-03,4,227.6132,223.9312,235.3164,245.995,-7.47
AMZN,Amazon.com Inc,Kronos-base,2026-07-06,5,225.7758,220.5795,231.4012,245.995,-8.22
AMZN,Amazon.com Inc,Kronos-base,2026-07-07,6,224.6121,219.4852,229.7535,245.995,-8.69
AMZN,Amazon.com Inc,Kronos-base,2026-07-08,7,224.2552,220.5491,231.404,245.995,-8.84
AMZN,Amazon.com Inc,Kronos-base,2026-07-09,8,224.0109,218.5176,229.7019,245.995,-8.94
AMZN,Amazon.com Inc,Kronos-base,2026-07-10,9,223.386,218.6161,228.0844,245.995,-9.19
AMZN,Amazon.com Inc,Kronos-base,2026-07-13,10,222.4255,215.0558,227.7004,245.995,-9.58
AMZN,Amazon.com Inc,Kronos-base,2026-07-14,11,221.4931,214.9995,226.0873,245.995,-9.96
AMZN,Amazon.com Inc,Kronos-base,2026-07-15,12,221.146,216.4569,226.1348,245.995,-10.1
AMZN,Amazon.com Inc,Kronos-base,2026-07-16,13,221.0579,216.8247,226.2379,245.995,-10.14
AMZN,Amazon.com Inc,Kronos-base,2026-07-17,14,219.5223,213.6142,226.1717,245.995,-10.76
AMZN,Amazon.com Inc,Kronos-base,2026-07-20,15,215.199,203.8264,224.0589,245.995,-12.52
AMZN,Amazon.com Inc,Kronos-base,2026-07-21,16,214.868,207.7049,221.9371,245.995,-12.65
AMZN,Amazon.com Inc,Kronos-base,2026-07-22,17,214.4816,208.1492,221.6006,245.995,-12.81
AMZN,Amazon.com Inc,Kronos-base,2026-07-23,18,214.7876,209.3141,220.4283,245.995,-12.69
AMZN,Amazon.com Inc,Kronos-base,2026-07-24,19,214.1071,208.2725,221.6956,245.995,-12.96
AMZN,Amazon.com Inc,Kronos-base,2026-07-27,20,213.9031,207.7611,219.6899,245.995,-13.05
AMZN,Amazon.com Inc,Kronos-base,2026-07-28,21,212.8095,207.864,219.457,245.995,-13.49
AMZN,Amazon.com Inc,Ensemble,2026-06-30,1,245.034,237.1745,250.6205,245.995,-0.39
AMZN,Amazon.com Inc,Ensemble,2026-07-01,2,243.5568,235.1186,251.3749,245.995,-0.99
AMZN,Amazon.com Inc,Ensemble,2026-07-02,3,242.8223,233.6671,252.9299,245.995,-1.29
AMZN,Amazon.com Inc,Ensemble,2026-07-03,4,242.906,234.7123,255.2155,245.995,-1.26
AMZN,Amazon.com Inc,Ensemble,2026-07-06,5,243.3955,232.1699,253.6851,245.995,-1.06
AMZN,Amazon.com Inc,Ensemble,2026-07-07,6,243.088,232.5095,255.7902,245.995,-1.18
AMZN,Amazon.com Inc,Ensemble,2026-07-08,7,244.0757,232.1413,255.1728,245.995,-0.78
AMZN,Amazon.com Inc,Ensemble,2026-07-09,8,243.7988,231.7939,257.207,245.995,-0.89
AMZN,Amazon.com Inc,Ensemble,2026-07-10,9,244.7985,232.3988,255.5063,245.995,-0.49
AMZN,Amazon.com Inc,Ensemble,2026-07-13,10,244.0391,232.5319,254.9402,245.995,-0.8
AMZN,Amazon.com Inc,Ensemble,2026-07-14,11,245.5195,232.0632,255.7831,245.995,-0.19
AMZN,Amazon.com Inc,Ensemble,2026-07-15,12,244.8398,231.7229,255.6487,245.995,-0.47
AMZN,Amazon.com Inc,Ensemble,2026-07-16,13,245.0661,232.319,254.6497,245.995,-0.38
AMZN,Amazon.com Inc,Ensemble,2026-07-17,14,244.364,232.1849,254.9394,245.995,-0.66
AMZN,Amazon.com Inc,Ensemble,2026-07-20,15,242.5424,228.8188,255.2257,245.995,-1.4
AMZN,Amazon.com Inc,Ensemble,2026-07-21,16,242.9981,230.7745,254.1785,245.995,-1.22
AMZN,Amazon.com Inc,Ensemble,2026-07-22,17,242.128,228.6849,253.9317,245.995,-1.57
AMZN,Amazon.com Inc,Ensemble,2026-07-23,18,242.6988,229.9653,254.194,245.995,-1.34
AMZN,Amazon.com Inc,Ensemble,2026-07-24,19,241.5086,230.0536,254.5381,245.995,-1.82
AMZN,Amazon.com Inc,Ensemble,2026-07-27,20,241.4679,228.4006,254.4991,245.995,-1.84
AMZN,Amazon.com Inc,Ensemble,2026-07-28,21,241.7503,228.7488,252.8862,245.995,-1.73
AVGO,Broadcom Inc,NHITS,2026-06-30,1,369.4968,356.5276,384.58,369.1,0.11
AVGO,Broadcom Inc,NHITS,2026-07-01,2,369.8817,355.851,384.2653,369.1,0.21
AVGO,Broadcom Inc,NHITS,2026-07-02,3,370.4647,352.9614,389.1167,369.1,0.37
AVGO,Broadcom Inc,NHITS,2026-07-03,4,372.2741,352.3801,389.8294,369.1,0.86
AVGO,Broadcom Inc,NHITS,2026-07-06,5,373.407,352.2071,391.9773,369.1,1.17
AVGO,Broadcom Inc,NHITS,2026-07-07,6,372.4572,352.9932,387.7974,369.1,0.91
AVGO,Broadcom Inc,NHITS,2026-07-08,7,375.977,352.9189,391.3822,369.1,1.86
AVGO,Broadcom Inc,NHITS,2026-07-09,8,376.24,355.0762,389.6033,369.1,1.93
AVGO,Broadcom Inc,NHITS,2026-07-10,9,372.0599,354.0849,388.6779,369.1,0.8
AVGO,Broadcom Inc,NHITS,2026-07-13,10,373.149,351.886,386.4433,369.1,1.1
AVGO,Broadcom Inc,NHITS,2026-07-14,11,373.4872,353.9957,386.3204,369.1,1.19
AVGO,Broadcom Inc,NHITS,2026-07-15,12,373.8047,357.3543,385.1995,369.1,1.27
AVGO,Broadcom Inc,NHITS,2026-07-16,13,373.3161,353.0574,388.6552,369.1,1.14
AVGO,Broadcom Inc,NHITS,2026-07-17,14,372.0416,355.3246,389.5395,369.1,0.8
AVGO,Broadcom Inc,NHITS,2026-07-20,15,371.9438,355.9588,386.1433,369.1,0.77
AVGO,Broadcom Inc,NHITS,2026-07-21,16,371.9464,356.8518,388.2676,369.1,0.77
AVGO,Broadcom Inc,NHITS,2026-07-22,17,372.6208,358.4077,390.9486,369.1,0.95
AVGO,Broadcom Inc,NHITS,2026-07-23,18,374.0473,360.809,390.0843,369.1,1.34
AVGO,Broadcom Inc,NHITS,2026-07-24,19,378.3157,360.1885,392.2422,369.1,2.5
AVGO,Broadcom Inc,NHITS,2026-07-27,20,379.6379,360.7442,392.9727,369.1,2.86
AVGO,Broadcom Inc,NHITS,2026-07-28,21,380.0783,359.6511,396.2065,369.1,2.97
AVGO,Broadcom Inc,PatchTST,2026-06-30,1,376.1644,356.007,379.6353,369.1,1.91
AVGO,Broadcom Inc,PatchTST,2026-07-01,2,379.4752,351.9896,388.7139,369.1,2.81
AVGO,Broadcom Inc,PatchTST,2026-07-02,3,370.0587,349.7459,394.8648,369.1,0.26
AVGO,Broadcom Inc,PatchTST,2026-07-03,4,373.6268,342.7841,392.0741,369.1,1.23
AVGO,Broadcom Inc,PatchTST,2026-07-06,5,375.6899,345.424,401.7345,369.1,1.79
AVGO,Broadcom Inc,PatchTST,2026-07-07,6,375.7273,335.8181,397.3734,369.1,1.8
AVGO,Broadcom Inc,PatchTST,2026-07-08,7,380.9143,336.8659,415.6577,369.1,3.2
AVGO,Broadcom Inc,PatchTST,2026-07-09,8,369.0986,335.9521,422.0958,369.1,-0.0
AVGO,Broadcom Inc,PatchTST,2026-07-10,9,377.5095,338.8476,410.9011,369.1,2.28
AVGO,Broadcom Inc,PatchTST,2026-07-13,10,376.4003,335.7567,410.3535,369.1,1.98
AVGO,Broadcom Inc,PatchTST,2026-07-14,11,378.204,333.7572,421.546,369.1,2.47
AVGO,Broadcom Inc,PatchTST,2026-07-15,12,378.2263,347.6992,418.523,369.1,2.47
AVGO,Broadcom Inc,PatchTST,2026-07-16,13,380.9299,328.3011,417.2193,369.1,3.21
AVGO,Broadcom Inc,PatchTST,2026-07-17,14,383.8858,338.2996,421.0254,369.1,4.01
AVGO,Broadcom Inc,PatchTST,2026-07-20,15,384.0242,339.3583,424.0751,369.1,4.04
AVGO,Broadcom Inc,PatchTST,2026-07-21,16,387.8713,333.8468,428.5511,369.1,5.09
AVGO,Broadcom Inc,PatchTST,2026-07-22,17,384.7169,336.5773,436.8439,369.1,4.23
AVGO,Broadcom Inc,PatchTST,2026-07-23,18,385.9431,336.5758,436.0924,369.1,4.56
AVGO,Broadcom Inc,PatchTST,2026-07-24,19,386.0589,334.1483,444.0473,369.1,4.59
AVGO,Broadcom Inc,PatchTST,2026-07-27,20,389.5505,328.33,432.7291,369.1,5.54
AVGO,Broadcom Inc,PatchTST,2026-07-28,21,397.6548,343.6749,444.9153,369.1,7.74
AVGO,Broadcom Inc,TFT,2026-06-30,1,366.6193,355.0002,381.6861,369.1,-0.67
AVGO,Broadcom Inc,TFT,2026-07-01,2,367.4355,352.7605,384.2149,369.1,-0.45
AVGO,Broadcom Inc,TFT,2026-07-02,3,368.3709,349.9707,387.3365,369.1,-0.2
AVGO,Broadcom Inc,TFT,2026-07-03,4,369.6616,346.868,391.6615,369.1,0.15
AVGO,Broadcom Inc,TFT,2026-07-06,5,371.0084,343.0425,396.7459,369.1,0.52
AVGO,Broadcom Inc,TFT,2026-07-07,6,371.9967,338.7639,401.4948,369.1,0.78
AVGO,Broadcom Inc,TFT,2026-07-08,7,372.5507,335.7341,404.8283,369.1,0.93
AVGO,Broadcom Inc,TFT,2026-07-09,8,372.9143,333.5782,407.4661,369.1,1.03
AVGO,Broadcom Inc,TFT,2026-07-10,9,373.3738,331.5544,409.8683,369.1,1.16
AVGO,Broadcom Inc,TFT,2026-07-13,10,374.1203,328.9363,412.6737,369.1,1.36
AVGO,Broadcom Inc,TFT,2026-07-14,11,374.7605,327.0688,414.8974,369.1,1.53
AVGO,Broadcom Inc,TFT,2026-07-15,12,375.2186,326.1621,416.2513,369.1,1.66
AVGO,Broadcom Inc,TFT,2026-07-16,13,375.5789,325.6659,417.1293,369.1,1.76
AVGO,Broadcom Inc,TFT,2026-07-17,14,375.869,325.3551,417.7659,369.1,1.83
AVGO,Broadcom Inc,TFT,2026-07-20,15,376.1041,325.1371,418.2733,369.1,1.9
AVGO,Broadcom Inc,TFT,2026-07-21,16,376.3127,324.9428,418.7547,369.1,1.95
AVGO,Broadcom Inc,TFT,2026-07-22,17,376.5592,324.6595,419.4113,369.1,2.02
AVGO,Broadcom Inc,TFT,2026-07-23,18,376.9299,324.1438,420.5117,369.1,2.12
AVGO,Broadcom Inc,TFT,2026-07-24,19,377.3561,323.554,421.8021,369.1,2.24
AVGO,Broadcom Inc,TFT,2026-07-27,20,377.6765,323.2115,422.7226,369.1,2.32
