ticker,name,last_close,rating,murphy_score,trend_score,osc_score,adx,plus_di,minus_di,rsi,stoch_k,stoch_d,williams_r,roc,macd,sma50,sma200,atr,sig_ma_cross,sig_ma_align,sig_adx_di,sig_macd,sig_obv,sig_donchian,sig_rsi,sig_stoch,sig_williams,sig_roc
META,Meta Platforms,567.38,SELL,-3,-3,0,18.37,21.84,30.81,44.34,19.92,10.3,-58.58,-0.54,-14.9779,610.2483,648.4036,18.7589,-1,0,0,-1,-1,0,0,1,0,-1
PKX,POSCO Holdings,53.02,SELL,-3,-3,0,36.23,21.36,47.49,31.54,9.3,6.36,-78.57,-9.72,-5.0788,70.4622,59.8676,2.8787,1,-1,-1,-1,-1,0,0,1,0,-1
SAP,SAP SE,157.76,SELL,-3,-3,0,21.58,24.64,38.47,42.93,16.49,10.59,-70.27,-7.36,-6.1591,170.3791,214.7597,5.9599,-1,0,0,-1,-1,0,0,1,0,-1
SONY,Sony Corp,20.3851,SELL,-3,-3,0,20.28,28.06,34.77,46.53,19.89,13.65,-53.69,-1.81,-0.4881,21.0859,24.3089,0.5413,-1,0,0,-1,-1,0,0,1,0,-1
TMUS,T-Mobile US,171.255,SELL,-3,-3,0,19.68,12.03,32.22,33.41,29.92,39.52,-89.21,-7.7,-2.6527,187.4721,204.0071,5.5827,-1,-1,0,-1,1,-1,0,0,1,-1
BIOX,Bioceres Crop Solutions,0.34,SELL,-3,-4,1,18.78,11.48,24.6,33.62,14.23,9.65,-80.67,-20.56,-0.0319,0.4535,1.0094,0.0375,-1,-1,0,-1,-1,0,0,1,1,-1
GFI,Gold Fields Ltd,33.16,SELL,-3,-4,1,21.03,23.92,37.92,37.57,18.35,13.59,-81.75,-1.1,-2.003,40.3736,43.4255,1.9067,-1,-1,0,-1,-1,0,0,1,1,-1
HMY,Harmony Gold Mining,15.125,SELL,-3,-4,1,13.78,28.53,36.72,42.98,24.11,20.68,-79.35,4.89,-0.4032,16.6231,18.2185,0.8664,-1,-1,0,-1,-1,0,0,0,0,1
NKE,Nike Inc,41.105,SELL,-3,-4,1,21.53,14.33,28.74,37.7,12.41,9.63,-82.49,-6.49,-0.7966,43.8094,57.3428,1.345,-1,-1,0,-1,-1,0,0,1,1,-1
SNAP,Snap Inc,4.445,SELL,-3,-4,1,21.75,15.11,28.35,33.47,7.34,6.56,-89.52,-17.38,-0.3424,5.5661,6.5623,0.3026,-1,-1,0,-1,-1,0,0,1,1,-1
ACN,Accenture PLC,128.09,SELL,-3,-5,2,32.93,16.26,41.07,26.73,15.44,14.84,-82.92,-24.87,-14.1121,170.3616,220.8991,7.7348,-1,-1,-1,-1,-1,0,1,1,1,-1
BABA,Alibaba Group,95.7,SELL,-3,-5,2,36.59,14.42,51.9,19.15,7.82,4.82,-87.34,-16.29,-8.4051,124.5246,147.73,3.7034,-1,-1,-1,-1,-1,0,1,1,1,-1
FXI,iShares China Large-Cap ETF,31.77,SELL,-3,-5,2,31.78,17.33,54.13,25.77,9.69,5.9,-85.71,-7.89,-1.0062,35.4017,37.854,0.5595,-1,-1,-1,-1,-1,0,1,1,1,-1
ORCL,Oracle Corp,148.1,SELL,-3,-5,2,26.67,16.23,38.89,29.45,2.38,2.11,-96.17,-26.41,-11.7958,188.4692,201.4011,11.0877,-1,-1,-1,-1,-1,0,1,1,1,-1
STLA,Stellantis NV,5.655,SELL,-3,-5,2,28.0,15.07,43.24,25.19,2.27,1.35,-97.34,-13.93,-0.4788,7.3363,8.9326,0.2708,-1,-1,-1,-1,-1,0,1,1,1,-1
PINS,Pinterest Inc,21.675,STRONG SELL,-4,-2,-2,17.93,21.97,19.31,58.16,56.67,39.77,-12.72,-0.44,0.0405,20.4173,24.1366,1.0914,-1,1,0,-1,-1,0,0,0,-1,-1
BIDU,Baidu Inc,110.315,STRONG SELL,-4,-3,-1,24.47,22.38,34.83,39.42,21.41,11.04,-55.6,-6.1,-6.0429,126.2147,127.8972,4.9936,-1,0,0,-1,-1,0,0,0,0,-1
EFX,Equifax Inc,158.68,STRONG SELL,-4,-3,-1,18.83,16.56,22.13,45.76,26.26,20.16,-62.68,-4.44,-3.546,167.4809,200.1342,6.5835,-1,0,0,-1,-1,0,0,0,0,-1
NOW,ServiceNow Inc,102.9101,STRONG SELL,-4,-3,-1,16.71,30.43,30.02,51.47,31.22,17.23,-41.22,-2.97,-2.1984,99.8954,134.1131,6.2894,-1,0,0,-1,-1,0,0,0,0,-1
MSFT,Microsoft Corp,376.0499,STRONG SELL,-4,-3,-1,24.4,22.35,37.44,42.04,27.42,15.28,-57.23,-5.36,-13.0974,409.7106,446.4235,12.8002,-1,0,0,-1,-1,0,0,0,0,-1
CRM,Salesforce Inc,161.16,STRONG SELL,-4,-3,-1,20.21,23.46,30.62,44.25,27.2,18.78,-58.4,-5.47,-7.0253,175.4915,212.8641,7.2914,-1,0,0,-1,-1,0,0,0,0,-1
SPOT,Spotify Technology,470.18,STRONG SELL,-4,-3,-1,15.68,19.92,20.62,49.18,23.77,15.2,-57.63,-6.54,-6.1571,473.0846,548.591,19.6266,-1,0,0,-1,-1,0,0,0,0,-1
TM,Toyota Motor Corp,170.975,STRONG SELL,-4,-3,-1,35.09,22.46,43.16,39.58,23.6,14.47,-67.61,-0.61,-5.0039,185.3031,205.5792,3.3214,-1,-1,-1,1,-1,0,0,0,0,-1
VRSN,VeriSign Inc,257.11,STRONG SELL,-4,-3,-1,33.67,14.9,31.05,36.86,20.76,15.55,-72.46,-10.75,-9.3701,280.2822,257.0422,8.2517,1,-1,-1,-1,-1,0,0,0,0,-1
COIN,Coinbase Global,148.225,STRONG SELL,-4,-4,0,19.45,16.24,29.63,37.93,17.9,15.31,-75.75,-3.73,-8.7426,181.6325,233.4653,10.7225,-1,-1,0,-1,-1,0,0,1,0,-1
GLOB,Globant SA,30.64,STRONG SELL,-4,-4,0,24.35,16.82,31.46,35.87,16.67,9.06,-72.77,-16.85,-2.9027,38.7404,53.2317,2.3531,-1,-1,0,-1,-1,0,0,1,0,-1
TV,Grupo Televisa,2.665,STRONG SELL,-4,-4,0,17.11,19.38,26.31,40.17,15.34,22.29,-96.53,-4.48,-0.0246,2.8471,2.8785,0.1032,-1,-1,0,-1,-1,0,0,0,1,-1
INFY,Infosys Ltd,10.735,STRONG SELL,-4,-4,0,24.55,13.79,30.93,37.21,13.05,14.16,-84.34,-8.72,-0.443,12.0754,15.2353,0.4426,-1,-1,0,-1,-1,0,0,0,1,-1
KGC,Kinross Gold,23.625,STRONG SELL,-4,-4,0,19.82,21.93,38.69,35.75,11.74,13.11,-94.35,-0.15,-1.2894,28.7308,28.9195,1.2814,-1,-1,0,-1,-1,0,0,0,1,-1
LVS,Las Vegas Sands,46.535,STRONG SELL,-4,-4,0,19.35,13.58,26.55,33.71,8.91,9.49,-92.81,-8.41,-1.2551,51.2579,56.3287,1.3741,-1,-1,0,-1,-1,0,0,0,1,-1
LAC,Lithium Americas Corp,3.7003,STRONG SELL,-4,-4,0,15.61,20.89,35.22,30.12,2.79,3.42,-98.58,-10.84,-0.3049,4.8962,5.0994,0.2712,-1,-1,0,-1,-1,0,0,0,1,-1
NIO,NIO Inc,4.945,STRONG SELL,-4,-4,0,18.36,18.31,30.2,39.35,18.04,11.42,-67.61,-4.54,-0.2375,5.7193,5.7864,0.2437,-1,-1,0,-1,-1,0,0,1,0,-1
NSANY,Nissan Motor Co,3.77,STRONG SELL,-4,-4,0,24.17,19.42,39.72,32.6,1.69,1.94,-97.47,-7.6,-0.2057,4.4504,4.7694,0.1523,-1,-1,0,-1,-1,0,0,0,1,-1
NG,NovaGold Resources,6.015,STRONG SELL,-4,-4,0,16.54,18.69,34.67,32.81,6.05,7.94,-96.71,-11.54,-0.4978,8.1095,9.1887,0.547,-1,-1,0,-1,-1,0,0,0,1,-1
TCOM,Trip.com Group,40.53,STRONG SELL,-4,-4,0,25.81,15.99,42.84,28.57,24.07,26.17,-76.92,-15.51,-1.9681,49.335,61.1644,1.7984,-1,-1,-1,0,-1,0,1,0,0,-1
SID,Cia Siderurgica Nacional,0.9105,STRONG SELL,-4,-5,1,18.65,17.11,38.3,26.29,1.03,2.16,-98.72,-22.84,-0.0918,1.2459,1.5067,0.0639,-1,-1,0,-1,-1,-1,1,0,1,-1
MBGAF,Mercedes-Benz Group AG,49.7,STRONG SELL,-4,-5,1,32.26,13.07,45.28,29.56,9.67,9.69,-89.47,-8.27,-2.2507,57.0868,63.6754,1.5209,-1,-1,-1,-1,-1,0,1,0,1,-1
WB,Weibo Corp,7.2791,STRONG SELL,-4,-5,1,37.91,14.55,39.39,29.41,15.34,11.25,-72.59,-4.97,-0.24,8.0202,9.8472,0.1589,-1,-1,-1,-1,-1,0,1,1,0,-1
XLC,Communication Services Select Sector ETF,108.29,STRONG SELL,-5,-4,-1,29.7,16.18,29.94,39.83,20.67,11.88,-59.05,-2.45,-2.1441,114.0524,114.8168,1.8172,-1,0,-1,-1,-1,0,0,0,0,-1
LMT,Lockheed Martin,506.38,STRONG SELL,-5,-4,-1,22.14,19.13,25.52,43.92,26.61,20.56,-73.2,-3.55,-7.1892,521.7755,536.5405,13.5289,-1,-1,0,-1,-1,0,0,0,0,-1
NFLX,Netflix Inc,75.705,STRONG SELL,-5,-4,-1,38.78,14.3,31.71,38.22,21.74,11.33,-59.25,-7.68,-3.7465,85.3873,96.7933,2.4476,-1,0,-1,-1,-1,0,0,0,0,-1
PLTR,Palantir Technologies,118.4299,STRONG SELL,-5,-4,-1,22.83,20.3,34.93,40.62,20.93,10.83,-60.62,-9.05,-6.7967,135.9699,158.6049,6.5224,-1,-1,0,-1,-1,0,0,0,0,-1
T,AT&T Inc,21.435,STRONG SELL,-5,-5,0,43.95,11.29,33.47,32.38,26.02,27.88,-93.55,-7.65,-0.6909,24.4199,25.7042,0.6459,-1,-1,-1,0,-1,-1,0,0,1,-1
IBIT,iShares Bitcoin Trust,33.56,STRONG SELL,-5,-5,0,32.23,16.2,42.23,32.26,15.26,16.66,-86.32,-4.33,-1.9206,40.82,48.3581,1.3551,-1,-1,-1,-1,-1,0,0,0,1,-1
DTEGY,Deutsche Telekom AG,28.4,STRONG SELL,-5,-6,1,29.39,14.88,50.66,23.83,8.4,11.69,-100.0,-13.81,-0.9937,32.3482,33.0216,0.7181,-1,-1,-1,-1,-1,-1,1,0,1,-1
LND,BrasilAgro,3.58,STRONG SELL,-6,-5,-1,25.59,16.36,27.03,40.01,21.94,12.44,-68.75,-3.24,-0.0739,3.7818,3.8342,0.0749,-1,-1,-1,-1,-1,0,0,0,0,-1
SUZ,Suzano SA,7.675,STRONG SELL,-6,-6,0,27.73,14.6,34.71,31.98,10.88,18.15,-97.35,-4.3,-0.1611,8.5013,9.3022,0.2083,-1,-1,-1,-1,-1,-1,0,0,1,-1
